Name	Set	ImageFile	OfficialSet	Type	Brigade	Strength	Toughness	Class	Identifier	SpecialAbility	Rarity	Reference	Sound	Alignment	Legality
King Manasseh	Di	King_Manasseh_(Di)	Disciples	Evil Character	Brown/Pale Green	6	6	Warrior	King of Judah, Magician	May band to a demon or Magician, or you may discard 2 of your human Evil Character Characters to return a Hero to owner's hand.	Fixed	II Kings 21:6		Evil	
King Menahem	Ki	King_Menahem_(Ki)	Kings	Evil Character	Gray	7	5	Warrior	Israelite King	When using King Menahem to block, discard a card at random from opponent's hand.	Uncommon	II Kings 15:14-22		Evil	
King Merodach-baladan	Pri	King_Merodach-baladan_(Pi)	Priests	Evil Character	Crimson	10	11	Warrior	Babylonian King	Look at opponent's hand.   You may play a crimson Enhancement with a II Kings or Isaiah reference.	Uncommon	Isaiah 39:1		Evil	
King Mesha	FoM	121-King-Mesha	Fall of Man	Evil Character	Gray	3	4	Warrior	Moabite	If you control another Moabite, you may discard a lamb icon card from hand or give opponent an animal to protect O.T. Lost Souls from rescue. Cannot be interrupted.	Common	II Kings 3:4		Evil	Rotation
King Nadab	Ki	King_Nadab_(Ki)	Kings	Evil Character	Brown	3	5	Warrior	Israelite King	If King Jeroboam I is in your discard pile, search discard pile for one evil enhancement with an O.T. reference and put in hand.	Uncommon	I Kings 15:25		Evil	
King of Tyrus	PoC	143-King-of-Tyrus-R	Prophecies of Christ	Evil Character	Black/Orange	12	10		Canaanite, Demon	Protect this character from O.T. Heroes and opponents’ Dominants. You may take a Canaanite from Reserve. If you do, you may give it to an opponent’s territory to draw 1. Cannot be prevented.	Rare	Ezekiel 28:12		Evil	Rotation
King of Tyrus (2022 - 1st Place)	Pmo-P2	King-of-Tyrus-Borderless	Promo	Evil Character	Black/Orange	12	10	Warrior	Demon, Canaanite King	Protect this character from O.T. Heroes and opponent's Dominants. You may take a Canaanite from Reserve. If you do, you may give it to an opponent's territory to draw 1. Cannot be prevented.	Promo	Ezekiel 28:12		Evil	Rotation
King of Tyrus (Pi)	Pri	King_of_Tyrus_(Pi)	Priests	Evil Character	Orange	10	12		Demon	Negate all special abilities on Characters and Enhancements (except this special ability).	Ultra Rare	Ezekiel 28:12		Evil	
King of Tyrus (Roots)	RR	200-King-of-Tyrus.jpg	Roots	Evil Character	Orange	10	12	Warrior	Canaanite King, Demon	Negate Enhancements and other characters.		Ezekiel 28:12		Evil	Rotation
King of Tyrus (Wa)	War	King_of_Tyrus_(Wa)	Warriors	Evil Character	Gold	10	12			All special abilities on character cards and enhancement cards except this one are interrupted and prevented.  Battle is determined by the numbers.	Ultra Rare	Ezekiel 28:12		Evil	
King Omri	Ki	King_Omri_(Ki)	Kings	Evil Character	Brown	6	7	Warrior	Israelite King, Commander	Search your draw pile for one Samaria Site and put in play.  Land Purchase cannot be negated.	Uncommon	I Kings 16:23		Evil	
King Pekah	Ki	King_Pekah_(Ki)	Kings	Evil Character	Crimson	8	5	Warrior	Israelite King	Discard King Pekahiah.  Search your draw pile for one crimson brigade weapon class enhancement and place on King Pekah.  Character has first strike ability.	Uncommon	II Kings 15:25		Evil	
King Pekahiah	Ki	King_Pekahiah_(Ki)	Kings	Evil Character	Gray	1	1	Warrior	Israelite King	Discard King Pekahiah after battle if King Pekah is in play.	Uncommon	II Kings 15:22		Evil	
King Rehoboam (Di)	Di	King_Rehoboam_(Di)	Disciples	Evil Character	Brown	7	6	Warrior	King of Judah	If blocking, select any two Heroes in territories to fight each other.  Protect this character from opponent's cards during that battle.	Fixed	I Kings 12:1		Evil	
King Rehoboam (Ki)	Ki	King_Rehoboam_(Ki)	Kings	Evil Character	Crimson	7	6	Warrior	Judean King	Select any two Heroes in territory to fight each other.  Losers are placed beneath owner's draw pile(s).	Uncommon	I Kings 12:1		Evil	
King Rezin	Ki	King_Rezin_(Ki)	Kings	Evil Character	Gray	7	8	Warrior	Syrian King	May band to King Pekah.  Banding and capture abilities on evil cards cannot be negated if holder has a Damascus Site in play.	Uncommon	II Kings 15:37		Evil	
King Rezin (PoC)	PoC	088-King-Rezin-R	Prophecies of Christ	Evil Character	Gray	10	11	Warrior	Syrian King	You may play Damascus from Reserve. May band to King Pekah or a Syrian. Band and capture abilities on evil cards cannot be negated.	Rare	Isaiah 7:1		Evil	Rotation
King Sargon II	Pri	King_Sargon_II_(Pi)	Priests	Evil Character	Pale Green	8	11	Warrior	Assyrian King	You may search draw pile for Assyrian Camp and put it in play.  If you have an Assyria Site in play, evil capture abilities cannot be negated.	Rare	Isaiah 20:1		Evil	
King Sargon II (Roots)	RR	216-King-Sargon-II.jpg	Roots	Evil Character	Pale Green	8	11	Warrior	Assyrian King	You may play an evil O.T. Fortress from deck. You may capture an evil human in a territory.		Isaiah 20:1		Evil	Rotation
King Saul (Brown) (Ki)	Ki	King_Saul_(Ki)	Kings	Evil Character	Brown	8	4	Warrior	Israelite King	May band to Abner, Michal or Doeg.	Uncommon	I Samuel 15:16		Evil	
King Saul (Brown) (Wa)	War	King_Saul_(Brown)_(Wa)	Warriors	Evil Character	Brown	8	4			May band to Abner or Michal (not both).	Uncommon	I Samuel 15:26		Evil	
King Saul (CoW AB)	CoW (AB)	CoW_AB_N24-King-Saul	Cloud of Witnesses (Alternate Border)	Hero/Evil Character	Purple/Brown	10(8)	10(8)	Warrior	When put in play, choose King Saul to be good or evil	You may draw 1. May band to a I Samuel character matching King Saul’s brigade, or you may toss the next evil Enhancement you play in battle. Cannot be interrupted.	Common	I Samuel 15:26		Neutral	Rotation
King Saul (CoW)	CoW	King_Saul_(CoW)	Cloud of Witnesses	Hero/Evil Character	Purple/Brown	10	10	Warrior	When put in play, choose King Saul to be good or evil	You may draw 1. May band to a I Samuel character matching King Saul's brigade, or you may toss the next evil Enhancement you play in battle. Cannot be interrupted.	Common	I Samuel 15:26		Neutral	Rotation
King Saul (Purple) (Ki)	Ki	King_Saul_(purple)_(Ki)	Kings	Hero	Purple	10	10	Warrior	Israelite King, Prophet		Rare	I Samuel 9:17		Good	
King Saul (Purple) (Wa)	War	King_Saul_(Purple)_(Wa)	Warriors	Hero	Purple	10	10				Rare	I Samuel 9:17		Good	
King Saul's Doubt	Ki	King_Saul's_Doubt_(Ki)	Kings	EE	Brown	0	4			Return one good King in battle or set-aside area to owner's territory.	Common	I Samuel 17:33		Evil	
King Saul's Jealousy	Ki	King_Saul's_Jealousy_(Ki)	Kings	EE	Brown	4	2			Return a male human Hero in battle to owner's territory.  If used against David, this cannot be negated.	Common	I Samuel 18:8		Evil	
King Saul's Spear	CoW	King_Sauls_Spear_(CoW)	Cloud of Witnesses	GE/EE	Purple/Brown	5	0	Weapon		You may discard this card to withdraw an opposing character or negate and underdeck an Artifact.	Common	I Samuel 18:10		Neutral	Rotation
King Saul's Spear (CoW AB)	CoW (AB)	CoW_AB_N26-King-Sauls-Spear	Cloud of Witnesses (Alternate Border)	GE/EE	Purple/Brown	5	0			You may discard this card to withdraw an opposing character or negate and underdeck an Artifact.	Common	I Samuel 18:10		Neutral	Rotation
King Sennacherib	Ki	King_Sennecherib_(Ki)	Kings	Evil Character	Pale Green	9	7	Warrior	Assyrian King	Character has first strike ability.  This ability cannot be negated unless Angel at Jerusalem is in play.	Uncommon	II Kings 18:13		Evil	
King Sennacherib (LoC)	LoC	LoC_208-King-Sennacherib	Lineage of Christ	Evil Character	Pale Green	4	3	Warrior	Assyrian King	If blocking, you may take an O.T. Site or an evil O.T. Fortress from a Reserve or an Assyrian warrior from deck. You may exchange this card with your Assyrian warrior. Cannot be interrupted.	Common	II Kings 18:13		Evil	Rotation
King Shallum	Ki	King_Shallum_(Ki)	Kings	Evil Character	Crimson	1	1	Warrior	Israelite King	Discard King Zechariah.  Discard King Shallum after battle if King Menahem is in play.	Uncommon	II Kings 15:10		Evil	
King Shalmaneser V	Ki	King_Shalmaneser_V_(Ki)	Kings	Evil Character	Pale Green	9	9	Warrior	Assyrian King	Discard a Samaria Site	Uncommon	II Kings 17:4		Evil	
King Shalmanesser III	PoC	097-King-Shalmaneser-III	Prophecies of Christ	Evil Character	Pale Green	4	5	Warrior	Assyrian King, X = # of good brigades in opponent’s discard pile	You may take an Assyrian from Reserve. Decrease a Hero in battle X/X or banish up to X good cards from a discard pile. Cannot be prevented.	Common	Isaiah 10:12		Evil	Rotation
King Shishak	Ki	King_Shishak_(Ki)	Kings	Evil Character	Gold	8	7	Warrior	Egyptian King	Jerusalem Tower has no effect this turn.  If block is successful, discard the top card from any draw pile.	Uncommon	I Kings 14:25		Evil	
King So	Ki	King_So_(Ki)	Kings	Evil Character	Gold	9	7	Warrior	Egyptian King	Egyptian Evil Characters have first strike ability.  This ability cannot be negated if holder has Egypt Site in play.	Uncommon	II Kings 17:4		Evil	
King Solomon (Promo)	Pmo-P1	King_Solomon_(Promo)	Promo	Hero	Gold	9	11			Opponent must show Holder all evil cards in his hand.	Promo			Good	
King Solomon (TxP)	TxP	King_Solomon_(TxP)	Thesaurus ex Preteritus	Hero	Purple	9	11		King of Israel	Look at opponent's hand. Search deck for Glory of the Lord or an O.T. Fortress and put it in play.	Fixed	I Kings 2:45		Good	
King Tiglath-Pileser III	Ki	King_Tiglath-Pileser_III_(Ki)	Kings	Evil Character	Pale Green	10	11	Warrior	Assyrian King	If block is successful, holder may capture an O.T. human Hero in a territory.	Uncommon	II Kings 15:29		Evil	
King Tiglath-Pileser III (PoC)	PoC	090-King-Tiglath-Pileser-III-R	Prophecies of Christ	Evil Character	Pale Green	10	11	Warrior	Assyrian, Unity: Evil Characters (Assyrian)	If blocking, opponent must capture their human Hero, reserve their active Artifact, or give you a City. You may draw 1 or activate an idol from Reserve. Cannot be negated by a good card.	Rare	Isaiah 7:17		Evil	Rotation
King Xerxes	PoC	075-King-Xerxes-R	Prophecies of Christ	Evil Character	Brown	11	8	Warrior	Persian King, X = # of opponent’s good brigades	You may play an evil O.T. Fortress from Reserve. If opponent has play advantage, set aside X cards in their territory for X turns. May band to a human Persian. Cannot be interrupted.	Rare	Esther 1:1		Evil	Rotation
King Zechariah	Ki	King_Zechariah_(Ki)	Kings	Evil Character	Black	9	8	Warrior	Israelite King	King Zechariah cannot be converted	Uncommon	II Kings 15:8		Evil	
King Zedekiah	Ki	King_Zedekiah_(Ki)	Kings	Evil Character	Brown	1	1	Warrior	Judean King	Dungeon of Malchiah cannot be negated.  Discard Zedekiah after battle if a Babylonian character is in play.	Uncommon	II Kings 24:17		Evil	
King Zedekiah (Roots)	RR	164-King-Zedekiah.jpg	Roots	Evil Character	Brown	1	1	Warrior	King of Judah	Each player may topdeck a meek Lost Soul. You may underdeck a brown Enhancement with a capture ability from discard pile.		II Kings 24:17		Evil	Rotation
King Zimri	Ki	King_Zimri_(Ki)	Kings	Evil Character	Crimson	4	3	Warrior	Israelite King	Discard King Elah.  Holder may discard a crimson enhancement from hand to discard all cards in battle.  Discard King Zimri after one block.	Uncommon	I Kings 16:15		Evil	
King Zimri (Roots)	RR	161-King-Zimri.jpg	Roots	Evil Character	Brown	4	3	Warrior	King of Israel	You may discard an O.T. brown Enhancement from hand to discard all cards in battle.		I Kings 16:15		Evil	Rotation
King's Daughter	Wom	King's_Daughter_(Wo)	Women	Hero	Purple	6	3			Character has access to any Site.	Common	Psalm 45:13-14		Good	
King's Daughter (Roots)	RR	097-Kings-Daughter.jpg	Roots	Hero	Purple	6	8		Generic, Involves music, Royalty	Prevent the next evil Enhancement used by a male in battle.		Psalm 45:13		Good	Rotation
King's Pomp	TEC	King's_Pomp_(EC)	Early Church	EE	Multi			Territory		Discard opponents' good placed Enhancements. Place on your evil King: Negate Ignore and Site Access abilities. Protect your hand from opponents' cards.	Rare	Acts 12:21		Evil	Rotation
King's Signet Ring (LoC)	LoC	LoC_008-Kings-Signet-Ring	Lineage of Christ	Artifact					May be activated on your king of Judah	If your lone king attacks, you may take a good O.T. weapon from deck (or equip one from deck or discard pile if that king is meek). While active on a king, negate O.T. Lost Souls.	Common	II Kings 18:14		Neutral	Rotation
King's Sword ( C)	2E	King's_Sword_(C)	2nd Edition	Artifact						Negate all immune abilities on characters.	Deck	Revelation 19:15		Neutral	
King's Sword (H)	10A	King's_Sword_(H)	10th Anniversary	Artifact						Negate all immune abilities on characters.	Deck	Revelation 19:15		Neutral	
King's Weakness (LoC)	LoC	LoC_051-Kings-Weakness-R	Lineage of Christ	GE/EE	Purple/Pale Green	1(3)	6(3)			GE: Negate and discard an Artifact. Withdraw all Evil Characters. EE: Take an Artifact. Withdraw all Heroes.	Rare	II Kings 18:6		Neutral	Rotation
Kingdoms of the World (D)	2ER	Kingdoms_of_the_World_(D)	2nd Edition Revised	Fortress						Following draw phase place, remove or exchange up to three Evil Characters in this site to protect them from harm or effect when they are not in the Field of Battle.	Deck	Luke 4:6		Evil	
Kingdoms of the World (GoC)	GoC	033-Kingdoms-of-the-World-R	Gospel of Christ	Fortress						Each upkeep, you may play a Lost Soul from deck to play an Evil Character from deck. If an opponent plays a Dominant, you may underdeck a Hero.	Rare	Luke 4:5		Evil	Rotation
Kingdoms of the World (Pi)	Pri	Kingdoms_of_the_World_(Pi)	Priests	Fortress					Holds up to three Evil Characters	Evil Characters here are protected from effect, and may be removed during holder's preparation phase only.  While an Evil Character is here, protect holder from being forced to block with another player's character.	Uncommon	Luke 4:6		Evil	
Kingdoms of the World (Wa)	War	Kingdoms_of_the_World_(Wa)	Warriors	Fortress						Following draw phase place, remove or exchange up to three Evil Characters in this site to protect them from harm or effect when they are not in the Field of Battle.	Uncommon	Luke 4:6		Evil	
Kings of The Earth (RoJ AB)	RoJ (AB)	RoJ_AB_N86-Kings-of-the-Earth-R	Revelation of John (Alternate Border)	Evil Character	Multi	6	6	Warrior	When put in play, choose a single brigade and nationality	May band to a female Evil Character or a demon. Cannot be negated if Babylon or The Harlot is in play.	Rare	Revelation 17:2		Evil	Rotation
Kings of the Earth (RoJ)	RoJ	86-Kings-of-the-Earth-R	Revelation of John	Evil Character	Multi	6	6		When put in play, choose a single brigade and nationality	May band to a female Evil Character or a demon. Cannot be negated if Babylon or The Harlot is in play.	Rare	Revelation 17:2		Evil	Rotation
Kinsman Redeemer	PoC	056-Kinsman-Redeemer	Prophecies of Christ	Hero	White	1	3		Generic	If this Hero is successful in battle, restrict opponents from playing evil Dominants until the end of your next turn. Cannot be negated by an evil card.	Common	Ruth 3:13		Good	Rotation
Kinsmen's Agreement	CoW	Kinsmens_Agreement_(CoW)	Cloud of Witnesses	GE/EE	White/Brown			Territory		Place in territory: You may discard this card to negate and discard the last Enhancement of opposite alignment played or an Enhancement of opposite alignment in play.	Rare	Ruth 4:6		Neutral	Rotation
Kinsmen's Agreement (CoW AB)	CoW (AB)	CoW_AB_N29-Kinsmens-Agreement-R	Cloud of Witnesses (Alternate Border)	GE/EE	White/Brown			Territory		Place in territory: You may discard this card to negate and discard the last Enhancement of opposite alignment played or an Enhancement of opposite alignment in play.	Rare	Ruth 4:6		Neutral	Rotation
Kir (TxP)	TxP	Kir_(TxP)	Thesaurus ex Preteritus	Site	Gold					If an opponent makes you use an Evil Character not your own, you may discard that Evil Character to search deck for an O.T. human Evil Character and add it to battle.	Fixed	II Kings 16:9		Neutral	
Kir (Wo)	Wom	Kir_(Wo)	Women	Site	Gold						Common	II Kings 16:9		Neutral	
Kira	AW	Kira_(AW)	Angel Wars	Hero	Silver	5	7	Warrior		Discard an evil enhancement placed on a Lost Soul.	Common	Matthew 4:16		Good	
Knocked to the Ground	AW	Knocked_to_the_Ground_(AW)	Angel Wars	EE	Black	3	3			Discard one good enhancement in battle (or two if used by a demon).	Common	Mark 9:18		Evil	
Korah	Pat	Korah_(Pa)	Patriarchs	Evil Character	Brown	4	5			Evil banding enhancements cannot be prevented or negated this battle.	Rare	Numbers 16:4-5		Evil	
Korah, the Rebellious	IR	091-Korah-the-Rebellious-R	Israel's Rebellion	Evil Character	Brown	11	7		Wilderness	May band to an evil wilderness human, or you may take an O.T. brown Enhancement from deck. Evil band abilities cannot be negated.	Rare	Numbers 16:19		Evil	Rotation
Korah's Rebellion	Pat	Korah's_Rebellion_(Pa)	Patriarchs	EE	Brown	1	1			Interrupt the battle and remove all cards in battle from the game.	Rare	Numbers 16:31-32		Evil	
Korah's Rebellion [IR]	IR	101-Korahs-Rebellion	Israel's Rebellion	EE	Brown	1	2			Interrupt the battle. Evil Character may band to any number of evil humans.	Common	Numbers 16:32		Evil	Rotation
Laban (F)	3E	Laban_(F)	3rd Edition	Evil Character	Gray	9	9				Deck	Genesis 31:2-3		Evil	
Laban (Promo)	Pmo-P1	Laban_(Promo)	Promo	Evil Character	Gray/Pale Green	2	7		Syrian/Aramean, Magician	You may exchange your female Genesis Hero with opponent's male, human Hero for 7 turns.  Limit twice per game.	Promo	Genesis 31:2-3		Evil	
Laban [2018 - State]	Pmo-P2	Laban-FoM-Promo	Promo	Evil Character	Gray/Pale Green	2	7		Syrian, Magician	You may exchange your Genesis female Hero with opponent's male human Hero for 7 turns. Limit twice per game.	Promo	Genesis 31:2-3		Evil	Rotation
Laban, the Deal Breaker (Roots)	RR	143-Laban.jpg	Roots	Evil Character	Gray/Pale Green	2	7		Magician, Syrian	You may look at the top 6 cards of deck: Take up to 1 evil card and topdeck or underdeck the rest.		Genesis 30:27		Evil	Rotation
Lacking Prophecy	PoC	083-Lacking-Prophecy-R	Prophecies of Christ	Curse	Brown/Crimson/Gray					EE: Banish this card to shuffle all prophets. Cannot be negated. ART: Restrict all players with more than 4 cards in hand from playing Dominants.	Rare	Psalm 74:9		Evil	Rotation
